分類,子分類,項目,來自公司報告,單位,年份,數值
E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2014,35712.17
E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2014,29480.68
E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2014,65192.85
E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2015,35534.92
E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2015,29902.75
E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2015,65437.67
E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2016,34758.27
E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2016,29103.04
E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2016,63861.31
E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2017,35529.54
E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2017,32922.23
E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2017,68451.77
E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2018,35354.63999999999
E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2018,31866.15
E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2018,67220.79
E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2019,33139.37
E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2019,27753.53
E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2019,60892.9
E,溫室氣體排放,範疇一直接排放,,公噸CO2e,2020,34806.18
E,溫室氣體排放,範疇二間接排放,,公噸CO2e,2020,27883.29
E,溫室氣體排放,直接＋間接排放,,公噸CO2e,2020,62689.47
E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2009,35.165
E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2009,44.269
E,空氣污染物申報-一般空氣污染物,粒狀污染物,,,2009,5.0280000000000005
E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2010,74.05799999999999
E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2010,59.964
E,空氣污染物申報-一般空氣污染物,粒狀污染物,,,2010,5.96
E,空氣污染物申報-一般空氣污染物,氮氧化物,,,2011,54.412
E,空氣污染物申報-一般空氣污染物,硫氧化物,,,2011,42.138000000000005
